day,n_questions
"2008-07-31 00:00:00","4"
"2008-08-01 00:00:00","48"
"2008-08-02 00:00:00","25"
"2008-08-03 00:00:00","33"
"2008-08-04 00:00:00","76"
"2008-08-05 00:00:00","115"
"2008-08-06 00:00:00","107"
"2008-08-07 00:00:00","134"
"2008-08-08 00:00:00","87"
"2008-08-09 00:00:00","42"
"2008-08-10 00:00:00","36"
"2008-08-11 00:00:00","82"
"2008-08-12 00:00:00","109"
"2008-08-13 00:00:00","103"
"2008-08-14 00:00:00","123"
"2008-08-15 00:00:00","111"
"2008-08-16 00:00:00","39"
"2008-08-17 00:00:00","56"
"2008-08-18 00:00:00","144"
"2008-08-19 00:00:00","176"
"2008-08-20 00:00:00","171"
"2008-08-21 00:00:00","225"
"2008-08-22 00:00:00","208"
"2008-08-23 00:00:00","79"
"2008-08-24 00:00:00","80"
"2008-08-25 00:00:00","171"
"2008-08-26 00:00:00","221"
"2008-08-27 00:00:00","254"
"2008-08-28 00:00:00","257"
"2008-08-29 00:00:00","233"
"2008-08-30 00:00:00","121"
"2008-08-31 00:00:00","90"
"2008-09-01 00:00:00","177"
"2008-09-02 00:00:00","279"
"2008-09-03 00:00:00","242"
"2008-09-04 00:00:00","253"
"2008-09-05 00:00:00","267"
"2008-09-06 00:00:00","102"
"2008-09-07 00:00:00","108"
"2008-09-08 00:00:00","271"
"2008-09-09 00:00:00","299"
"2008-09-10 00:00:00","296"
"2008-09-11 00:00:00","332"
"2008-09-12 00:00:00","275"
"2008-09-13 00:00:00","111"
"2008-09-14 00:00:00","98"
"2008-09-15 00:00:00","692"
"2008-09-16 00:00:00","1086"
"2008-09-17 00:00:00","1130"
"2008-09-18 00:00:00","999"
"2008-09-19 00:00:00","911"
"2008-09-20 00:00:00","322"
"2008-09-21 00:00:00","278"
"2008-09-22 00:00:00","697"
"2008-09-23 00:00:00","805"
"2008-09-24 00:00:00","787"
"2008-09-25 00:00:00","775"
"2008-09-26 00:00:00","716"
"2008-09-27 00:00:00","259"
"2008-09-28 00:00:00","251"
"2008-09-29 00:00:00","584"
"2008-09-30 00:00:00","658"
"2008-10-01 00:00:00","609"
"2008-10-02 00:00:00","635"
"2008-10-03 00:00:00","532"
"2008-10-04 00:00:00","214"
"2008-10-05 00:00:00","214"
"2008-10-06 00:00:00","508"
"2008-10-07 00:00:00","596"
"2008-10-08 00:00:00","660"
"2008-10-09 00:00:00","659"
"2008-10-10 00:00:00","567"
"2008-10-11 00:00:00","182"
"2008-10-12 00:00:00","189"
"2008-10-13 00:00:00","504"
"2008-10-14 00:00:00","613"
"2008-10-15 00:00:00","549"
"2008-10-16 00:00:00","600"
"2008-10-17 00:00:00","523"
"2008-10-18 00:00:00","204"
"2008-10-19 00:00:00","187"
"2008-10-20 00:00:00","488"
"2008-10-21 00:00:00","605"
"2008-10-22 00:00:00","626"
"2008-10-23 00:00:00","571"
"2008-10-24 00:00:00","508"
"2008-10-25 00:00:00","212"
"2008-10-26 00:00:00","213"
"2008-10-27 00:00:00","435"
"2008-10-28 00:00:00","578"
"2008-10-29 00:00:00","580"
"2008-10-30 00:00:00","544"
"2008-10-31 00:00:00","492"
"2008-11-01 00:00:00","139"
"2008-11-02 00:00:00","188"
"2008-11-03 00:00:00","474"
"2008-11-04 00:00:00","596"
"2008-11-05 00:00:00","540"
"2008-11-06 00:00:00","635"
"2008-11-07 00:00:00","558"
"2008-11-08 00:00:00","205"
"2008-11-09 00:00:00","216"
"2008-11-10 00:00:00","531"
"2008-11-11 00:00:00","520"
"2008-11-12 00:00:00","607"
"2008-11-13 00:00:00","539"
"2008-11-14 00:00:00","523"
"2008-11-15 00:00:00","230"
"2008-11-16 00:00:00","201"
"2008-11-17 00:00:00","508"
"2008-11-18 00:00:00","591"
"2008-11-19 00:00:00","589"
"2008-11-20 00:00:00","600"
"2008-11-21 00:00:00","566"
"2008-11-22 00:00:00","212"
"2008-11-23 00:00:00","203"
"2008-11-24 00:00:00","506"
"2008-11-25 00:00:00","563"
"2008-11-26 00:00:00","543"
"2008-11-27 00:00:00","391"
"2008-11-28 00:00:00","351"
"2008-11-29 00:00:00","206"
"2008-11-30 00:00:00","197"
"2008-12-01 00:00:00","463"
"2008-12-02 00:00:00","560"
"2008-12-03 00:00:00","562"
"2008-12-04 00:00:00","573"
"2008-12-05 00:00:00","507"
"2008-12-06 00:00:00","219"
"2008-12-07 00:00:00","211"
"2008-12-08 00:00:00","490"
"2008-12-09 00:00:00","550"
"2008-12-10 00:00:00","575"
"2008-12-11 00:00:00","579"
"2008-12-12 00:00:00","491"
"2008-12-13 00:00:00","214"
"2008-12-14 00:00:00","181"
"2008-12-15 00:00:00","511"
"2008-12-16 00:00:00","552"
"2008-12-17 00:00:00","568"
"2008-12-18 00:00:00","560"
"2008-12-19 00:00:00","482"
"2008-12-20 00:00:00","178"
"2008-12-21 00:00:00","179"
"2008-12-22 00:00:00","411"
"2008-12-23 00:00:00","420"
"2008-12-24 00:00:00","288"
"2008-12-25 00:00:00","123"
"2008-12-26 00:00:00","173"
"2008-12-27 00:00:00","175"
"2008-12-28 00:00:00","183"
"2008-12-29 00:00:00","356"
"2008-12-30 00:00:00","443"
"2008-12-31 00:00:00","317"
"2009-01-01 00:00:00","189"
"2009-01-02 00:00:00","372"
"2009-01-03 00:00:00","229"
"2009-01-04 00:00:00","277"
"2009-01-05 00:00:00","467"
"2009-01-06 00:00:00","586"
"2009-01-07 00:00:00","626"
"2009-01-08 00:00:00","612"
"2009-01-09 00:00:00","585"
"2009-01-10 00:00:00","272"
"2009-01-11 00:00:00","330"
"2009-01-12 00:00:00","611"
"2009-01-13 00:00:00","662"
"2009-01-14 00:00:00","662"
"2009-01-15 00:00:00","697"
"2009-01-16 00:00:00","594"
"2009-01-17 00:00:00","300"
"2009-01-18 00:00:00","294"
"2009-01-19 00:00:00","628"
"2009-01-20 00:00:00","670"
"2009-01-21 00:00:00","687"
"2009-01-22 00:00:00","653"
"2009-01-23 00:00:00","657"
"2009-01-24 00:00:00","284"
"2009-01-25 00:00:00","269"
"2009-01-26 00:00:00","616"
"2009-01-27 00:00:00","686"
"2009-01-28 00:00:00","680"
"2009-01-29 00:00:00","710"
"2009-01-30 00:00:00","634"
"2009-01-31 00:00:00","310"
"2009-02-01 00:00:00","288"
"2009-02-02 00:00:00","611"
"2009-02-03 00:00:00","715"
"2009-02-04 00:00:00","784"
"2009-02-05 00:00:00","788"
"2009-02-06 00:00:00","696"
"2009-02-07 00:00:00","335"
"2009-02-08 00:00:00","314"
"2009-02-09 00:00:00","704"
"2009-02-10 00:00:00","787"
"2009-02-11 00:00:00","805"
"2009-02-12 00:00:00","895"
"2009-02-13 00:00:00","717"
"2009-02-14 00:00:00","291"
"2009-02-15 00:00:00","306"
"2009-02-16 00:00:00","608"
"2009-02-17 00:00:00","732"
"2009-02-18 00:00:00","768"
"2009-02-19 00:00:00","757"
"2009-02-20 00:00:00","690"
"2009-02-21 00:00:00","328"
"2009-02-22 00:00:00","367"
"2009-02-23 00:00:00","728"
"2009-02-24 00:00:00","793"
"2009-02-25 00:00:00","819"
"2009-02-26 00:00:00","868"
"2009-02-27 00:00:00","775"
"2009-02-28 00:00:00","331"
"2009-03-01 00:00:00","327"
"2009-03-02 00:00:00","681"
"2009-03-03 00:00:00","850"
"2009-03-04 00:00:00","827"
"2009-03-05 00:00:00","794"
"2009-03-06 00:00:00","728"
"2009-03-07 00:00:00","335"
"2009-03-08 00:00:00","342"
"2009-03-09 00:00:00","751"
"2009-03-10 00:00:00","796"
"2009-03-11 00:00:00","780"
"2009-03-12 00:00:00","821"
"2009-03-13 00:00:00","786"
"2009-03-14 00:00:00","358"
"2009-03-15 00:00:00","340"
"2009-03-16 00:00:00","784"
"2009-03-17 00:00:00","776"
"2009-03-18 00:00:00","788"
"2009-03-19 00:00:00","763"
"2009-03-20 00:00:00","797"
"2009-03-21 00:00:00","348"
"2009-03-22 00:00:00","301"
"2009-03-23 00:00:00","777"
"2009-03-24 00:00:00","824"
"2009-03-25 00:00:00","884"
"2009-03-26 00:00:00","819"
"2009-03-27 00:00:00","783"
"2009-03-28 00:00:00","388"
"2009-03-29 00:00:00","345"
"2009-03-30 00:00:00","782"
"2009-03-31 00:00:00","817"
"2009-04-01 00:00:00","869"
"2009-04-02 00:00:00","887"
"2009-04-03 00:00:00","769"
"2009-04-04 00:00:00","364"
"2009-04-05 00:00:00","364"
"2009-04-06 00:00:00","744"
"2009-04-07 00:00:00","878"
"2009-04-08 00:00:00","888"
"2009-04-09 00:00:00","814"
"2009-04-10 00:00:00","561"
"2009-04-11 00:00:00","369"
"2009-04-12 00:00:00","336"
"2009-04-13 00:00:00","645"
"2009-04-14 00:00:00","762"
"2009-04-15 00:00:00","859"
"2009-04-16 00:00:00","826"
"2009-04-17 00:00:00","835"
"2009-04-18 00:00:00","365"
"2009-04-19 00:00:00","386"
"2009-04-20 00:00:00","838"
"2009-04-21 00:00:00","957"
"2009-04-22 00:00:00","893"
"2009-04-23 00:00:00","883"
"2009-04-24 00:00:00","798"
"2009-04-25 00:00:00","432"
"2009-04-26 00:00:00","385"
"2009-04-27 00:00:00","828"
"2009-04-28 00:00:00","942"
"2009-04-29 00:00:00","902"
"2009-04-30 00:00:00","981"
"2009-05-01 00:00:00","785"
"2009-05-02 00:00:00","410"
"2009-05-03 00:00:00","474"
"2009-05-04 00:00:00","905"
"2009-05-05 00:00:00","1032"
"2009-05-06 00:00:00","1045"
"2009-05-07 00:00:00","1116"
"2009-05-08 00:00:00","1001"
"2009-05-09 00:00:00","438"
"2009-05-10 00:00:00","399"
"2009-05-11 00:00:00","939"
"2009-05-12 00:00:00","1082"
"2009-05-13 00:00:00","1161"
"2009-05-14 00:00:00","1108"
"2009-05-15 00:00:00","982"
"2009-05-16 00:00:00","434"
"2009-05-17 00:00:00","435"
"2009-05-18 00:00:00","981"
"2009-05-19 00:00:00","1117"
"2009-05-20 00:00:00","1101"
"2009-05-21 00:00:00","1050"
"2009-05-22 00:00:00","968"
"2009-05-23 00:00:00","452"
"2009-05-24 00:00:00","424"
"2009-05-25 00:00:00","732"
"2009-05-26 00:00:00","1023"
"2009-05-27 00:00:00","1153"
"2009-05-28 00:00:00","1144"
"2009-05-29 00:00:00","1039"
"2009-05-30 00:00:00","474"
"2009-05-31 00:00:00","440"
"2009-06-01 00:00:00","933"
"2009-06-02 00:00:00","1097"
"2009-06-03 00:00:00","1147"
"2009-06-04 00:00:00","1189"
"2009-06-05 00:00:00","989"
"2009-06-06 00:00:00","444"
"2009-06-07 00:00:00","428"
"2009-06-08 00:00:00","1002"
"2009-06-09 00:00:00","1165"
"2009-06-10 00:00:00","1217"
"2009-06-11 00:00:00","1184"
"2009-06-12 00:00:00","1073"
"2009-06-13 00:00:00","449"
"2009-06-14 00:00:00","431"
"2009-06-15 00:00:00","1052"
"2009-06-16 00:00:00","1147"
"2009-06-17 00:00:00","1176"
"2009-06-18 00:00:00","1233"
"2009-06-19 00:00:00","950"
"2009-06-20 00:00:00","445"
"2009-06-21 00:00:00","484"
"2009-06-22 00:00:00","1070"
"2009-06-23 00:00:00","1258"
"2009-06-24 00:00:00","1227"
"2009-06-25 00:00:00","1150"
"2009-06-26 00:00:00","1112"
"2009-06-27 00:00:00","453"
"2009-06-28 00:00:00","489"
"2009-06-29 00:00:00","1125"
"2009-06-30 00:00:00","1230"
"2009-07-01 00:00:00","1137"
"2009-07-02 00:00:00","1171"
"2009-07-03 00:00:00","821"
"2009-07-04 00:00:00","415"
"2009-07-05 00:00:00","387"
"2009-07-06 00:00:00","1019"
"2009-07-07 00:00:00","1246"
"2009-07-08 00:00:00","1277"
"2009-07-09 00:00:00","1263"
"2009-07-10 00:00:00","1186"
"2009-07-11 00:00:00","535"
"2009-07-12 00:00:00","466"
"2009-07-13 00:00:00","1165"
"2009-07-14 00:00:00","1222"
"2009-07-15 00:00:00","1344"
"2009-07-16 00:00:00","1381"
"2009-07-17 00:00:00","1187"
"2009-07-18 00:00:00","567"
"2009-07-19 00:00:00","508"
"2009-07-20 00:00:00","1195"
"2009-07-21 00:00:00","1296"
"2009-07-22 00:00:00","1448"
"2009-07-23 00:00:00","1399"
"2009-07-24 00:00:00","1208"
"2009-07-25 00:00:00","570"
"2009-07-26 00:00:00","532"
"2009-07-27 00:00:00","1213"
"2009-07-28 00:00:00","1364"
"2009-07-29 00:00:00","1420"
"2009-07-30 00:00:00","1344"
"2009-07-31 00:00:00","1224"
"2009-08-01 00:00:00","532"
"2009-08-02 00:00:00","502"
"2009-08-03 00:00:00","1158"
"2009-08-04 00:00:00","1204"
"2009-08-05 00:00:00","1323"
"2009-08-06 00:00:00","1373"
"2009-08-07 00:00:00","1198"
"2009-08-08 00:00:00","554"
"2009-08-09 00:00:00","539"
"2009-08-10 00:00:00","1211"
"2009-08-11 00:00:00","1291"
"2009-08-12 00:00:00","1342"
"2009-08-13 00:00:00","1355"
"2009-08-14 00:00:00","1247"
"2009-08-15 00:00:00","497"
"2009-08-16 00:00:00","548"
"2009-08-17 00:00:00","1251"
"2009-08-18 00:00:00","1393"
"2009-08-19 00:00:00","1388"
"2009-08-20 00:00:00","1430"
"2009-08-21 00:00:00","1148"
"2009-08-22 00:00:00","563"
"2009-08-23 00:00:00","531"
"2009-08-24 00:00:00","1247"
"2009-08-25 00:00:00","1412"
"2009-08-26 00:00:00","1489"
"2009-08-27 00:00:00","1437"
"2009-08-28 00:00:00","1263"
"2009-08-29 00:00:00","601"
"2009-08-30 00:00:00","604"
"2009-08-31 00:00:00","1167"
"2009-09-01 00:00:00","1242"
"2009-09-02 00:00:00","1336"
"2009-09-03 00:00:00","1408"
"2009-09-04 00:00:00","1224"
"2009-09-05 00:00:00","567"
"2009-09-06 00:00:00","560"
"2009-09-07 00:00:00","1016"
"2009-09-08 00:00:00","1363"
"2009-09-09 00:00:00","1373"
"2009-09-10 00:00:00","1359"
"2009-09-11 00:00:00","1271"
"2009-09-12 00:00:00","582"
"2009-09-13 00:00:00","603"
"2009-09-14 00:00:00","1245"
"2009-09-15 00:00:00","1357"
"2009-09-16 00:00:00","1340"
"2009-09-17 00:00:00","1372"
"2009-09-18 00:00:00","1196"
"2009-09-19 00:00:00","574"
"2009-09-20 00:00:00","578"
"2009-09-21 00:00:00","1210"
"2009-09-22 00:00:00","1381"
"2009-09-23 00:00:00","1376"
"2009-09-24 00:00:00","1322"
"2009-09-25 00:00:00","1211"
"2009-09-26 00:00:00","544"
"2009-09-27 00:00:00","574"
"2009-09-28 00:00:00","1154"
"2009-09-29 00:00:00","1343"
"2009-09-30 00:00:00","1386"
"2009-10-01 00:00:00","1336"
"2009-10-02 00:00:00","1210"
"2009-10-03 00:00:00","655"
"2009-10-04 00:00:00","595"
"2009-10-05 00:00:00","1261"
"2009-10-06 00:00:00","1427"
"2009-10-07 00:00:00","1428"
"2009-10-08 00:00:00","1512"
"2009-10-09 00:00:00","1250"
"2009-10-10 00:00:00","623"
"2009-10-11 00:00:00","617"
"2009-10-12 00:00:00","1304"
"2009-10-13 00:00:00","1469"
"2009-10-14 00:00:00","1433"
"2009-10-15 00:00:00","1416"
"2009-10-16 00:00:00","1202"
"2009-10-17 00:00:00","593"
"2009-10-18 00:00:00","620"
"2009-10-19 00:00:00","1282"
"2009-10-20 00:00:00","1501"
"2009-10-21 00:00:00","1466"
"2009-10-22 00:00:00","1506"
"2009-10-23 00:00:00","1376"
"2009-10-24 00:00:00","682"
"2009-10-25 00:00:00","667"
"2009-10-26 00:00:00","1328"
"2009-10-27 00:00:00","1521"
"2009-10-28 00:00:00","1521"
"2009-10-29 00:00:00","1507"
"2009-10-30 00:00:00","1324"
"2009-10-31 00:00:00","719"
"2009-11-01 00:00:00","633"
"2009-11-02 00:00:00","1335"
"2009-11-03 00:00:00","1461"
"2009-11-04 00:00:00","1594"
"2009-11-05 00:00:00","1584"
"2009-11-06 00:00:00","1479"
"2009-11-07 00:00:00","721"
"2009-11-08 00:00:00","751"
"2009-11-09 00:00:00","1475"
"2009-11-10 00:00:00","1692"
"2009-11-11 00:00:00","1586"
"2009-11-12 00:00:00","1660"
"2009-11-13 00:00:00","1452"
"2009-11-14 00:00:00","803"
"2009-11-15 00:00:00","732"
"2009-11-16 00:00:00","1500"
"2009-11-17 00:00:00","1622"
"2009-11-18 00:00:00","1694"
"2009-11-19 00:00:00","1731"
"2009-11-20 00:00:00","1443"
"2009-11-21 00:00:00","737"
"2009-11-22 00:00:00","716"
"2009-11-23 00:00:00","1525"
"2009-11-24 00:00:00","1604"
"2009-11-25 00:00:00","1689"
"2009-11-26 00:00:00","1302"
"2009-11-27 00:00:00","1118"
"2009-11-28 00:00:00","726"
"2009-11-29 00:00:00","719"
"2009-11-30 00:00:00","1458"
"2009-12-01 00:00:00","1590"
"2009-12-02 00:00:00","1680"
"2009-12-03 00:00:00","1605"
"2009-12-04 00:00:00","1476"
"2009-12-05 00:00:00","779"
"2009-12-06 00:00:00","682"
"2009-12-07 00:00:00","1512"
"2009-12-08 00:00:00","1585"
"2009-12-09 00:00:00","1602"
"2009-12-10 00:00:00","1671"
"2009-12-11 00:00:00","1512"
"2009-12-12 00:00:00","738"
"2009-12-13 00:00:00","725"
"2009-12-14 00:00:00","1454"
"2009-12-15 00:00:00","1648"
"2009-12-16 00:00:00","1708"
"2009-12-17 00:00:00","1588"
"2009-12-18 00:00:00","1369"
"2009-12-19 00:00:00","697"
"2009-12-20 00:00:00","674"
"2009-12-21 00:00:00","1382"
"2009-12-22 00:00:00","1512"
"2009-12-23 00:00:00","1396"
"2009-12-24 00:00:00","940"
"2009-12-25 00:00:00","485"
"2009-12-26 00:00:00","516"
"2009-12-27 00:00:00","648"
"2009-12-28 00:00:00","1102"
"2009-12-29 00:00:00","1290"
"2009-12-30 00:00:00","1279"
"2009-12-31 00:00:00","983"
"2010-01-01 00:00:00","609"
"2010-01-02 00:00:00","747"
"2010-01-03 00:00:00","764"
"2010-01-04 00:00:00","1510"
"2010-01-05 00:00:00","1589"
"2010-01-06 00:00:00","1733"
"2010-01-07 00:00:00","1803"
"2010-01-08 00:00:00","1619"
"2010-01-09 00:00:00","872"
"2010-01-10 00:00:00","907"
"2010-01-11 00:00:00","1592"
"2010-01-12 00:00:00","1819"
"2010-01-13 00:00:00","1900"
"2010-01-14 00:00:00","1796"
"2010-01-15 00:00:00","1697"
"2010-01-16 00:00:00","933"
"2010-01-17 00:00:00","895"
"2010-01-18 00:00:00","1706"
"2010-01-19 00:00:00","1924"
"2010-01-20 00:00:00","1897"
"2010-01-21 00:00:00","1974"
"2010-01-22 00:00:00","1743"
"2010-01-23 00:00:00","927"
"2010-01-24 00:00:00","1012"
"2010-01-25 00:00:00","1764"
"2010-01-26 00:00:00","1731"
"2010-01-27 00:00:00","1899"
"2010-01-28 00:00:00","1870"
"2010-01-29 00:00:00","1809"
"2010-01-30 00:00:00","927"
"2010-01-31 00:00:00","1006"
"2010-02-01 00:00:00","1760"
"2010-02-02 00:00:00","1955"
"2010-02-03 00:00:00","1931"
"2010-02-04 00:00:00","1910"
"2010-02-05 00:00:00","1747"
"2010-02-06 00:00:00","916"
"2010-02-07 00:00:00","865"
"2010-02-08 00:00:00","1715"
"2010-02-09 00:00:00","1940"
"2010-02-10 00:00:00","2002"
"2010-02-11 00:00:00","1883"
"2010-02-12 00:00:00","1799"
"2010-02-13 00:00:00","935"
"2010-02-14 00:00:00","899"
"2010-02-15 00:00:00","1616"
"2010-02-16 00:00:00","1888"
"2010-02-17 00:00:00","2041"
"2010-02-18 00:00:00","1988"
"2010-02-19 00:00:00","1825"
"2010-02-20 00:00:00","935"
"2010-02-21 00:00:00","926"
"2010-02-22 00:00:00","1863"
"2010-02-23 00:00:00","1922"
"2010-02-24 00:00:00","2029"
"2010-02-25 00:00:00","1966"
"2010-02-26 00:00:00","1734"
"2010-02-27 00:00:00","938"
"2010-02-28 00:00:00","916"
"2010-03-01 00:00:00","1735"
"2010-03-02 00:00:00","1963"
"2010-03-03 00:00:00","2086"
"2010-03-04 00:00:00","2018"
"2010-03-05 00:00:00","1839"
"2010-03-06 00:00:00","960"
"2010-03-07 00:00:00","992"
"2010-03-08 00:00:00","1878"
"2010-03-09 00:00:00","2006"
"2010-03-10 00:00:00","2062"
"2010-03-11 00:00:00","2046"
"2010-03-12 00:00:00","1778"
"2010-03-13 00:00:00","1013"
"2010-03-14 00:00:00","956"
"2010-03-15 00:00:00","1797"
"2010-03-16 00:00:00","2009"
"2010-03-17 00:00:00","2003"
"2010-03-18 00:00:00","1922"
"2010-03-19 00:00:00","1824"
"2010-03-20 00:00:00","1001"
"2010-03-21 00:00:00","975"
"2010-03-22 00:00:00","1848"
"2010-03-23 00:00:00","2033"
"2010-03-24 00:00:00","2022"
"2010-03-25 00:00:00","2017"
"2010-03-26 00:00:00","1838"
"2010-03-27 00:00:00","972"
"2010-03-28 00:00:00","973"
"2010-03-29 00:00:00","1813"
"2010-03-30 00:00:00","1927"
"2010-03-31 00:00:00","1958"
"2010-04-01 00:00:00","1787"
"2010-04-02 00:00:00","1373"
"2010-04-03 00:00:00","826"
"2010-04-04 00:00:00","839"
"2010-04-05 00:00:00","1481"
"2010-04-06 00:00:00","1871"
"2010-04-07 00:00:00","2009"
"2010-04-08 00:00:00","1968"
"2010-04-09 00:00:00","1894"
"2010-04-10 00:00:00","961"
"2010-04-11 00:00:00","961"
"2010-04-12 00:00:00","1838"
"2010-04-13 00:00:00","2077"
"2010-04-14 00:00:00","2067"
"2010-04-15 00:00:00","2100"
"2010-04-16 00:00:00","1832"
"2010-04-17 00:00:00","993"
"2010-04-18 00:00:00","1018"
"2010-04-19 00:00:00","1896"
"2010-04-20 00:00:00","2068"
"2010-04-21 00:00:00","2121"
"2010-04-22 00:00:00","2185"
"2010-04-23 00:00:00","1925"
"2010-04-24 00:00:00","1046"
"2010-04-25 00:00:00","992"
"2010-04-26 00:00:00","1965"
"2010-04-27 00:00:00","2169"
"2010-04-28 00:00:00","2092"
"2010-04-29 00:00:00","1986"
"2010-04-30 00:00:00","1765"
"2010-05-01 00:00:00","935"
"2010-05-02 00:00:00","929"
"2010-05-03 00:00:00","1741"
"2010-05-04 00:00:00","2034"
"2010-05-05 00:00:00","2067"
"2010-05-06 00:00:00","2056"
"2010-05-07 00:00:00","1795"
"2010-05-08 00:00:00","981"
"2010-05-09 00:00:00","935"
"2010-05-10 00:00:00","1953"
"2010-05-11 00:00:00","2083"
"2010-05-12 00:00:00","2208"
"2010-05-13 00:00:00","1956"
"2010-05-14 00:00:00","1874"
"2010-05-15 00:00:00","938"
"2010-05-16 00:00:00","1042"
"2010-05-17 00:00:00","2053"
"2010-05-18 00:00:00","2144"
"2010-05-19 00:00:00","2138"
"2010-05-20 00:00:00","2250"
"2010-05-21 00:00:00","1979"
"2010-05-22 00:00:00","1020"
"2010-05-23 00:00:00","999"
"2010-05-24 00:00:00","1894"
"2010-05-25 00:00:00","2106"
"2010-05-26 00:00:00","2252"
"2010-05-27 00:00:00","2158"
"2010-05-28 00:00:00","1866"
"2010-05-29 00:00:00","1050"
"2010-05-30 00:00:00","962"
"2010-05-31 00:00:00","1624"
"2010-06-01 00:00:00","2096"
"2010-06-02 00:00:00","2234"
"2010-06-03 00:00:00","2202"
"2010-06-04 00:00:00","2077"
"2010-06-05 00:00:00","1073"
"2010-06-06 00:00:00","1019"
"2010-06-07 00:00:00","2086"
"2010-06-08 00:00:00","2226"
"2010-06-09 00:00:00","2302"
"2010-06-10 00:00:00","2321"
"2010-06-11 00:00:00","2029"
"2010-06-12 00:00:00","961"
"2010-06-13 00:00:00","1051"
"2010-06-14 00:00:00","1979"
"2010-06-15 00:00:00","2192"
"2010-06-16 00:00:00","2196"
"2010-06-17 00:00:00","2241"
"2010-06-18 00:00:00","1909"
"2010-06-19 00:00:00","1045"
"2010-06-20 00:00:00","1021"
"2010-06-21 00:00:00","2143"
"2010-06-22 00:00:00","2299"
"2010-06-23 00:00:00","2220"
"2010-06-24 00:00:00","2201"
"2010-06-25 00:00:00","1994"
"2010-06-26 00:00:00","950"
"2010-06-27 00:00:00","952"
"2010-06-28 00:00:00","2085"
"2010-06-29 00:00:00","2332"
"2010-06-30 00:00:00","2359"
"2010-07-01 00:00:00","2211"
"2010-07-02 00:00:00","1948"
"2010-07-03 00:00:00","969"
"2010-07-04 00:00:00","899"
"2010-07-05 00:00:00","1707"
"2010-07-06 00:00:00","2253"
"2010-07-07 00:00:00","2346"
"2010-07-08 00:00:00","2417"
"2010-07-09 00:00:00","2174"
"2010-07-10 00:00:00","1103"
"2010-07-11 00:00:00","1044"
"2010-07-12 00:00:00","2261"
"2010-07-13 00:00:00","2478"
"2010-07-14 00:00:00","2500"
"2010-07-15 00:00:00","2524"
"2010-07-16 00:00:00","2321"
"2010-07-17 00:00:00","1144"
"2010-07-18 00:00:00","1046"
"2010-07-19 00:00:00","2246"
"2010-07-20 00:00:00","2540"
"2010-07-21 00:00:00","2543"
"2010-07-22 00:00:00","2544"
"2010-07-23 00:00:00","2307"
"2010-07-24 00:00:00","1096"
"2010-07-25 00:00:00","1084"
"2010-07-26 00:00:00","2292"
"2010-07-27 00:00:00","2413"
"2010-07-28 00:00:00","2572"
"2010-07-29 00:00:00","2556"
"2010-07-30 00:00:00","2251"
"2010-07-31 00:00:00","1093"
"2010-08-01 00:00:00","1060"
"2010-08-02 00:00:00","2347"
"2010-08-03 00:00:00","2382"
"2010-08-04 00:00:00","2549"
"2010-08-05 00:00:00","2528"
"2010-08-06 00:00:00","2286"
"2010-08-07 00:00:00","1017"
"2010-08-08 00:00:00","1112"
"2010-08-09 00:00:00","2369"
"2010-08-10 00:00:00","2513"
"2010-08-11 00:00:00","2503"
"2010-08-12 00:00:00","2574"
"2010-08-13 00:00:00","2287"
"2010-08-14 00:00:00","1155"
"2010-08-15 00:00:00","1152"
"2010-08-16 00:00:00","2379"
"2010-08-17 00:00:00","2623"
"2010-08-18 00:00:00","2644"
"2010-08-19 00:00:00","2665"
"2010-08-20 00:00:00","2214"
"2010-08-21 00:00:00","1058"
"2010-08-22 00:00:00","1221"
"2010-08-23 00:00:00","2361"
"2010-08-24 00:00:00","2532"
"2010-08-25 00:00:00","2482"
"2010-08-26 00:00:00","2583"
"2010-08-27 00:00:00","2278"
"2010-08-28 00:00:00","1098"
"2010-08-29 00:00:00","1131"
"2010-08-30 00:00:00","2178"
"2010-08-31 00:00:00","2412"
"2010-09-01 00:00:00","2498"
"2010-09-02 00:00:00","2500"
"2010-09-03 00:00:00","2231"
"2010-09-04 00:00:00","1152"
"2010-09-05 00:00:00","1054"
"2010-09-06 00:00:00","1884"
"2010-09-07 00:00:00","2367"
"2010-09-08 00:00:00","2587"
"2010-09-09 00:00:00","2340"
"2010-09-10 00:00:00","2155"
"2010-09-11 00:00:00","1097"
"2010-09-12 00:00:00","1082"
"2010-09-13 00:00:00","2326"
"2010-09-14 00:00:00","2388"
"2010-09-15 00:00:00","2534"
"2010-09-16 00:00:00","2487"
"2010-09-17 00:00:00","2263"
"2010-09-18 00:00:00","1177"
"2010-09-19 00:00:00","1090"
"2010-09-20 00:00:00","2328"
"2010-09-21 00:00:00","2451"
"2010-09-22 00:00:00","2491"
"2010-09-23 00:00:00","2378"
"2010-09-24 00:00:00","2333"
"2010-09-25 00:00:00","1164"
"2010-09-26 00:00:00","1200"
"2010-09-27 00:00:00","2303"
"2010-09-28 00:00:00","2513"
"2010-09-29 00:00:00","2456"
"2010-09-30 00:00:00","2444"
"2010-10-01 00:00:00","2190"
"2010-10-02 00:00:00","1177"
"2010-10-03 00:00:00","1139"
"2010-10-04 00:00:00","2241"
"2010-10-05 00:00:00","2415"
"2010-10-06 00:00:00","2579"
"2010-10-07 00:00:00","2509"
